Date,Open,High,Low,Close,Adj Close,Volume
2018-11-22,41520.250000,41542.718750,41055.808594,41271.121094,41271.121094,61405500
2018-11-23,41342.371094,41557.210938,41084.441406,41144.328125,41144.328125,101392600
2018-11-26,41275.820313,41463.351563,39271.558594,39427.281250,39427.281250,278486700
2018-11-27,39557.898438,40150.000000,39470.000000,39807.281250,39807.281250,230570200
2018-11-28,39939.800781,41040.589844,39901.730469,40989.480469,40989.480469,296334900
2018-11-29,41038.851563,41973.800781,40985.261719,41913.449219,41913.449219,236661100
2018-11-30,41976.339844,41984.578125,41416.148438,41732.781250,41732.781250,407747600
2018-12-03,41976.609375,42947.199219,41844.058594,42081.781250,42081.781250,241424900
2018-12-04,42127.339844,42267.660156,41713.289063,41865.070313,41865.070313,245386100
2018-12-05,41929.941406,41992.359375,41748.421875,41895.269531,41895.269531,55449000
2018-12-06,41641.238281,42035.988281,41175.960938,41987.000000,41987.000000,210015100
2018-12-07,42031.539063,42315.839844,41781.601563,41870.128906,41870.128906,145493500
2018-12-10,41892.679688,41934.539063,41194.578125,41356.039063,41356.039063,161393200
2018-12-11,41512.109375,41665.179688,40799.320313,40897.851563,40897.851563,163015000
2018-12-13,41118.628906,41841.648438,41118.628906,41512.511719,41512.511719,207793600
2018-12-14,41539.550781,41744.738281,41243.789063,41312.171875,41312.171875,136776200
2018-12-17,41307.519531,41596.050781,40278.160156,40340.511719,40340.511719,136795100
2018-12-18,40480.750000,41148.398438,40419.199219,40917.570313,40917.570313,185471300
2018-12-19,40950.320313,42032.261719,40950.320313,41388.281250,41388.281250,222583500
2018-12-20,41562.238281,41751.898438,41309.398438,41683.269531,41683.269531,161386700
2018-12-21,41676.140625,41799.390625,41135.140625,41468.558594,41468.558594,432960100
2018-12-24,41421.558594,41698.250000,41182.609375,41380.109375,41380.109375,33657800
2018-12-26,41364.160156,41702.859375,41177.800781,41573.609375,41573.609375,79376300
2018-12-27,41444.238281,41584.640625,40978.921875,41417.851563,41417.851563,91005300
2018-12-28,41422.480469,41621.378906,41216.031250,41459.148438,41459.148438,68151300
2018-12-31,41461.691406,41723.691406,41421.070313,41640.269531,41640.269531,65622100
2019-01-02,41550.750000,42328.550781,41436.488281,42271.140625,42271.140625,68115200
2019-01-03,42172.261719,42292.390625,41699.781250,42044.320313,42044.320313,113098700
2019-01-04,42024.769531,42661.839844,42024.769531,42455.128906,42455.128906,110987200
2019-01-07,42489.050781,42896.109375,42313.058594,42834.199219,42834.199219,142739600
2019-01-08,43264.191406,43582.191406,43024.519531,43542.871094,43542.871094,174362500
2019-01-09,43563.718750,44046.769531,43552.609375,43648.070313,43648.070313,222062800
2019-01-10,43669.031250,43792.179688,43481.839844,43668.949219,43668.949219,189110700
2019-01-11,43707.269531,43761.191406,43372.601563,43556.109375,43556.109375,157125500
2019-01-14,43548.558594,43681.328125,43171.019531,43397.980469,43397.980469,118296200
2019-01-15,43387.750000,43747.988281,43387.750000,43603.621094,43603.621094,180731700
2019-01-16,43640.609375,43984.601563,43602.941406,43819.531250,43819.531250,181390300
2019-01-17,43845.460938,44070.839844,43843.070313,43932.078125,43932.078125,222954400
2019-01-18,44024.910156,44507.398438,43995.480469,44241.539063,44241.539063,191426300
2019-01-21,44273.359375,44541.410156,43797.101563,44028.960938,44028.960938,51613300
2019-01-22,44066.300781,44073.238281,43602.828125,43768.078125,43768.078125,180533500
2019-01-23,43831.789063,44104.570313,43382.351563,43679.671875,43679.671875,226028900
2019-01-24,43738.640625,43856.289063,43420.378906,43566.109375,43566.109375,167624100
2019-01-25,43603.121094,44051.761719,43436.949219,43638.621094,43638.621094,165295800
2019-01-28,43590.300781,43959.871094,43468.171875,43626.148438,43626.148438,213910000
2019-01-29,43671.468750,43902.078125,43607.140625,43700.101563,43700.101563,216394800
2019-01-30,43734.328125,43915.148438,43084.449219,43631.359375,43631.359375,175070700
2019-01-31,43668.539063,44190.281250,43600.011719,43987.941406,43987.941406,184179100
2019-02-01,44095.441406,44226.171875,43679.300781,43738.269531,43738.269531,145312800
2019-02-05,43898.109375,44491.750000,43830.468750,44337.101563,44337.101563,143140100
2019-02-06,44391.710938,44495.019531,43808.828125,43855.789063,43855.789063,184307300
2019-02-07,43808.781250,44090.488281,43586.871094,43624.550781,43624.550781,156102100
2019-02-08,43576.699219,43620.289063,43116.558594,43180.449219,43180.449219,111612400
2019-02-11,43126.039063,43471.871094,43108.500000,43285.171875,43285.171875,100496900
2019-02-12,43328.480469,43616.031250,42970.121094,43113.789063,43113.789063,169619700
2019-02-13,43138.511719,43194.250000,42202.960938,42284.058594,42284.058594,195295700
2019-02-14,42364.988281,42780.890625,42066.078125,42725.218750,42725.218750,184916300
2019-02-15,42810.128906,43035.531250,42677.390625,42988.718750,42988.718750,132320000
2019-02-18,43022.660156,43119.570313,42856.230469,42981.308594,42981.308594,24585100
2019-02-19,43003.410156,43320.519531,42803.878906,42949.500000,42949.500000,129307600
2019-02-20,42997.039063,43345.859375,42997.039063,43178.000000,43178.000000,170892600
2019-02-21,43161.039063,43633.480469,43003.390625,43577.640625,43577.640625,152692500
2019-02-22,43583.281250,44001.218750,43571.769531,43738.660156,43738.660156,137297100
2019-02-25,43805.269531,44070.128906,43634.640625,43664.328125,43664.328125,152162100
2019-02-26,43647.421875,43724.339844,43445.910156,43623.328125,43623.328125,175194100
2019-02-27,43662.121094,43662.121094,43184.859375,43311.179688,43311.179688,157917600
2019-02-28,43267.738281,43355.390625,42550.089844,42823.808594,42823.808594,294808900
2019-03-01,42947.710938,43021.910156,42291.941406,42619.230469,42619.230469,125346700
2019-03-04,42598.191406,42648.699219,42197.871094,42418.488281,42418.488281,110675000
2019-03-05,42367.921875,42425.089844,42099.859375,42128.910156,42128.910156,126793500
2019-03-06,42134.460938,42419.230469,41859.218750,41908.148438,41908.148438,146751000
2019-03-07,41911.531250,42008.468750,41523.921875,41641.839844,41641.839844,143660500
2019-03-08,41583.929688,41674.730469,41140.320313,41586.699219,41586.699219,140494000
2019-03-11,41631.191406,41985.089844,41490.621094,41876.171875,41876.171875,101281000
2019-03-12,41878.371094,42174.261719,41558.160156,41740.621094,41740.621094,128527300
2019-03-13,41836.308594,42026.640625,41795.011719,41932.558594,41932.558594,150059300
2019-03-14,41935.910156,41982.019531,41469.921875,41777.808594,41777.808594,133351200
2019-03-15,41810.089844,42309.968750,41798.949219,42210.460938,42210.460938,571444500
2019-03-19,42431.761719,42745.488281,42217.089844,42378.609375,42378.609375,208786400
2019-03-20,42389.601563,43250.609375,42231.191406,43156.210938,43156.210938,214931900
2019-03-21,43121.898438,43362.910156,42851.910156,43251.191406,43251.191406,150021700
2019-03-22,43052.281250,43076.121094,42132.300781,42259.121094,42259.121094,148439300
2019-03-25,42292.691406,42757.789063,42276.039063,42703.378906,42703.378906,142967200
2019-03-26,42695.750000,43013.820313,42679.421875,42826.160156,42826.160156,147062600
2019-03-27,42893.378906,43116.500000,42809.769531,42947.550781,42947.550781,166516700
2019-03-28,42982.980469,43069.929688,42539.441406,42942.230469,42942.230469,155395000
2019-03-29,43046.921875,43316.671875,42960.148438,43281.281250,43281.281250,201679200
2019-04-01,43302.449219,43838.191406,43302.449219,43672.058594,43672.058594,130210300
2019-04-02,43672.058594,43672.058594,43168.058594,43324.589844,43324.589844,115672300
2019-04-03,43391.929688,43658.960938,43298.199219,43339.750000,43339.750000,139044600
2019-04-04,43341.191406,43990.179688,43252.281250,43937.390625,43937.390625,130329800
2019-04-05,44007.730469,45023.539063,44007.730469,44989.859375,44989.859375,217740400
2019-04-08,44970.179688,45513.898438,44725.218750,45436.281250,45436.281250,162478900
2019-04-09,45346.828125,45346.828125,44854.531250,45151.628906,45151.628906,191575000
2019-04-10,45204.750000,45219.410156,44850.109375,44909.140625,44909.140625,145314900
2019-04-11,44872.531250,44966.500000,44373.488281,44580.058594,44580.058594,109090000
2019-04-12,44767.671875,44888.699219,44534.378906,44686.058594,44686.058594,143662400
2019-04-15,44649.738281,44900.929688,44347.531250,44625.781250,44625.781250,108627100
2019-04-16,44665.289063,45061.789063,44644.058594,45009.359375,45009.359375,136771900
2019-04-17,45038.351563,45599.570313,44922.601563,45525.289063,45525.289063,110086300
2019-04-22,45507.781250,45590.441406,45321.218750,45381.218750,45381.218750,86717900
2019-04-23,45355.929688,45424.421875,44948.691406,45148.320313,45148.320313,132582400
2019-04-24,45112.128906,45186.269531,44666.250000,45045.328125,45045.328125,131485100
2019-04-25,45005.039063,45064.929688,44712.300781,45026.679688,45026.679688,125639200
2019-04-26,45074.699219,45208.371094,44769.351563,44974.968750,44974.968750,109775400
2019-04-29,44987.050781,45211.148438,44686.531250,44956.730469,44956.730469,99063800
2019-04-30,44900.019531,44904.050781,44338.519531,44597.320313,44597.320313,182198500
2019-05-02,44513.050781,44577.000000,44236.359375,44312.429688,44312.429688,152299700
2019-05-03,44207.359375,44517.609375,44187.468750,44277.238281,44277.238281,131697100
2019-05-06,44083.671875,44175.941406,43733.511719,44116.699219,44116.699219,112770300
2019-05-07,44041.781250,44047.710938,43408.968750,43583.601563,43583.601563,124978400
2019-05-08,43550.730469,43629.980469,43265.589844,43410.738281,43410.738281,137524600
2019-05-09,43249.808594,43292.320313,42634.851563,43193.359375,43193.359375,213444900
2019-05-10,43082.878906,43496.531250,42591.929688,43382.351563,43382.351563,176698300
2019-05-13,43172.289063,43210.140625,42524.210938,43142.460938,43142.460938,158579700
2019-05-14,43115.828125,43555.609375,43065.058594,43431.531250,43431.531250,178927100
2019-05-15,43235.359375,43389.539063,42976.449219,43338.820313,43338.820313,168554600
2019-05-16,43357.078125,43696.328125,43259.371094,43442.488281,43442.488281,224795700
2019-05-17,43355.289063,43612.890625,43289.289063,43445.621094,43445.621094,145460800
2019-05-20,43513.640625,43802.250000,43240.011719,43519.218750,43519.218750,128816700
2019-05-21,43559.128906,43657.820313,42951.121094,43190.101563,43190.101563,158536500
2019-05-22,43145.109375,43151.238281,42716.511719,42942.230469,42942.230469,112411600
2019-05-23,42834.261719,42863.410156,42505.328125,42812.570313,42812.570313,130074300
2019-05-24,42878.929688,42957.679688,42299.230469,42617.601563,42617.601563,109779100
2019-05-27,42605.789063,42613.871094,42454.191406,42491.429688,42491.429688,55464400
2019-05-28,42497.480469,42601.988281,42103.101563,42207.710938,42207.710938,517663300
2019-05-29,42108.980469,42889.558594,42050.421875,42854.750000,42854.750000,160494600
2019-05-30,42861.398438,43464.238281,42818.179688,43345.820313,43345.820313,147956400
2019-05-31,42693.109375,42867.101563,42304.929688,42749.160156,42749.160156,237096200
2019-06-03,42857.789063,43319.160156,42748.738281,43108.421875,43108.421875,206974600
2019-06-04,43220.281250,43583.988281,43058.000000,43241.820313,43241.820313,148735300
2019-06-05,43171.730469,43466.289063,43011.468750,43420.378906,43420.378906,130411000
2019-06-06,43417.960938,43485.109375,42850.109375,43147.828125,43147.828125,118390100
2019-06-07,43174.929688,43496.699219,43080.281250,43291.328125,43291.328125,78236900
2019-06-10,43431.890625,43892.480469,43337.820313,43609.171875,43609.171875,179083300
2019-06-11,43758.871094,43884.031250,43569.839844,43713.660156,43713.660156,146543700
2019-06-12,43770.898438,43958.398438,43593.250000,43800.160156,43800.160156,150009000
2019-06-13,43772.050781,43848.390625,43326.578125,43483.199219,43483.199219,149333100
2019-06-14,43496.781250,43503.160156,42971.761719,43130.648438,43130.648438,92577500
2019-06-17,43088.230469,43529.871094,42908.789063,42964.710938,42964.710938,95463400
2019-06-18,42990.859375,43495.539063,42987.468750,43161.050781,43161.050781,122872600
2019-06-19,43215.539063,43479.261719,43208.171875,43375.671875,43375.671875,100286700
2019-06-20,43552.480469,43920.789063,43470.191406,43645.109375,43645.109375,127724600
2019-06-21,43623.289063,43828.070313,43347.660156,43526.730469,43526.730469,476630200
2019-06-24,43568.218750,43790.281250,43546.648438,43743.718750,43743.718750,98815300
2019-06-25,43637.449219,43926.429688,43623.019531,43792.171875,43792.171875,142482300
2019-06-26,43813.378906,43899.230469,43682.218750,43792.078125,43792.078125,103345700
2019-06-27,43872.269531,43872.269531,43278.558594,43316.558594,43316.558594,118861200
2019-06-28,43371.000000,43416.601563,43009.851563,43161.171875,43161.171875,154407100
2019-07-01,43218.101563,43557.281250,43019.730469,43438.238281,43438.238281,104560400
2019-07-02,43503.000000,43713.429688,43361.960938,43441.800781,43441.800781,102358600
2019-07-03,43501.289063,43567.871094,43305.230469,43483.230469,43483.230469,74914400
2019-07-04,43487.351563,43551.980469,43412.480469,43461.480469,43461.480469,19660500
2019-07-05,43453.628906,43521.078125,43137.960938,43405.320313,43405.320313,66632400
2019-07-08,43494.398438,43763.988281,43324.011719,43589.078125,43589.078125,87785200
2019-07-09,43508.140625,43628.929688,42730.839844,42818.660156,42818.660156,134545100
2019-07-10,42977.429688,43193.199219,42668.929688,42805.609375,42805.609375,168529100
2019-07-11,42816.511719,43017.171875,42617.488281,42882.019531,42882.019531,109282800
2019-07-12,42870.171875,42872.351563,42452.949219,42647.308594,42647.308594,103417900
2019-07-15,42698.089844,43144.730469,42526.921875,43063.949219,43063.949219,93360700
2019-07-16,43078.519531,43167.078125,42700.968750,42984.968750,42984.968750,96273000
2019-07-17,43070.429688,43093.589844,42496.058594,42551.539063,42551.539063,157485100
2019-07-18,42534.851563,42541.539063,41429.121094,41618.109375,41618.109375,174501700
2019-07-19,41684.328125,41960.550781,41558.421875,41606.539063,41606.539063,135676500
2019-07-22,41722.210938,41768.539063,41165.000000,41209.320313,41209.320313,96897500
2019-07-23,41210.011719,41325.691406,40727.000000,40935.339844,40935.339844,199768300
2019-07-24,40957.968750,41302.871094,40917.941406,41167.738281,41167.738281,143648100
2019-07-25,41126.828125,41163.730469,40785.921875,40933.429688,40933.429688,157339600
2019-07-26,40932.410156,41150.339844,40625.558594,40673.781250,40673.781250,140916800
2019-07-29,40644.988281,41394.441406,40644.988281,41276.671875,41276.671875,121563600
2019-07-30,41238.101563,41248.558594,40862.929688,41159.269531,41159.269531,103670700
2019-07-31,41085.859375,41098.250000,40540.968750,40863.089844,40863.089844,224795200
2019-08-01,40816.980469,40978.660156,40302.910156,40346.800781,40346.800781,175951000
2019-08-02,40199.339844,40199.339844,39630.660156,39977.519531,39977.519531,175313900
2019-08-05,39807.019531,39820.621094,39279.519531,39496.359375,39496.359375,211684500
2019-08-06,39538.468750,39974.921875,39525.441406,39785.628906,39785.628906,194936300
2019-08-07,39578.031250,40471.738281,39479.468750,40432.359375,40432.359375,208346600
2019-08-08,40496.070313,40699.851563,40390.039063,40439.421875,40439.421875,168753700
2019-08-09,40463.750000,40501.699219,40110.921875,40421.281250,40421.281250,117642000
2019-08-12,40311.121094,40347.378906,39810.140625,39851.210938,39851.210938,138796900
2019-08-13,39786.269531,40010.871094,39430.800781,39476.500000,39476.500000,162811500
2019-08-14,39345.570313,39351.238281,38562.128906,38650.089844,38650.089844,295728800
2019-08-15,38622.441406,38858.289063,38265.511719,38574.179688,38574.179688,172249400
2019-08-16,38636.218750,39374.710938,38611.058594,39339.550781,39339.550781,245976900
